usuario_id,contenido_id,tipo_contenido,fecha_comentario,tipo,editado
859,1147,Post,2025-02-16,"['Texto', 'Sticker', 'Emoji']",False
589,236,Post,2022-04-28,"['Emoji', 'Texto', 'Sticker']",True
1295,555,Post,2023-10-05,"['Sticker', 'Texto']",False
592,1180,Post,2020-05-21,['Texto'],True
780,872,Post,2024-02-13,['Emoji'],True
235,981,Post,2024-07-05,"['Sticker', 'Emoji', 'Texto']",False
331,551,Post,2020-09-27,"['Sticker', 'Texto']",True
128,784,Post,2024-07-01,"['Emoji', 'Sticker', 'Texto']",True
1409,1188,Post,2021-07-07,['Emoji'],False
723,395,Post,2023-01-09,"['Emoji', 'Texto']",True
1487,560,Post,2021-03-29,['Sticker'],False
233,483,Post,2021-01-28,['Texto'],True
1466,837,Post,2022-02-28,"['Emoji', 'Sticker', 'Texto']",True
274,502,Post,2024-10-12,['Sticker'],False
1162,450,Post,2023-01-25,"['Sticker', 'Texto']",False
1264,1017,Post,2021-07-18,"['Emoji', 'Texto', 'Sticker']",False
987,324,Post,2021-04-17,['Sticker'],True
1153,1020,Post,2021-07-26,['Emoji'],False
291,954,Post,2022-01-04,['Emoji'],False
1484,872,Post,2021-03-09,"['Sticker', 'Emoji']",False
737,447,Post,2020-09-16,"['Texto', 'Sticker', 'Emoji']",True
546,998,Post,2022-10-19,"['Emoji', 'Sticker']",False
760,546,Post,2021-09-23,"['Texto', 'Sticker']",False
1061,615,Post,2022-01-24,['Sticker'],True
331,1056,Post,2020-10-29,['Sticker'],True
12,1134,Post,2020-10-29,['Texto'],True
1327,1108,Post,2023-03-28,"['Texto', 'Emoji']",True
1163,1114,Post,2022-10-18,"['Texto', 'Emoji', 'Sticker']",True
1423,60,Post,2024-04-06,"['Sticker', 'Emoji']",False
337,416,Post,2025-02-07,"['Sticker', 'Texto', 'Emoji']",True
157,1117,Post,2023-12-31,"['Texto', 'Emoji']",True
1492,884,Post,2020-03-23,"['Sticker', 'Texto', 'Emoji']",False
1108,66,Post,2022-05-06,"['Emoji', 'Texto']",False
96,607,Post,2025-01-05,"['Sticker', 'Emoji', 'Texto']",False
74,483,Post,2024-09-09,['Emoji'],False
1203,943,Post,2024-06-28,"['Texto', 'Sticker']",True
374,338,Post,2022-02-02,"['Sticker', 'Emoji', 'Texto']",True
472,866,Post,2020-10-25,"['Emoji', 'Texto']",True
457,688,Post,2021-08-19,['Emoji'],True
1020,1176,Post,2020-04-19,"['Texto', 'Emoji', 'Sticker']",True
1095,1176,Post,2023-05-17,['Texto'],True
1435,661,Post,2020-06-15,['Texto'],True
929,176,Post,2022-10-29,"['Texto', 'Sticker', 'Emoji']",False
942,1178,Post,2022-02-09,"['Emoji', 'Texto']",False
773,288,Post,2025-02-08,['Texto'],True
1210,524,Post,2023-01-23,"['Emoji', 'Sticker']",False
1056,1079,Post,2022-10-16,"['Emoji', 'Sticker']",True
535,790,Post,2022-03-26,"['Sticker', 'Texto']",False
530,826,Post,2021-07-28,['Sticker'],True
509,450,Post,2024-07-12,['Texto'],True
1493,15,Post,2022-07-05,"['Sticker', 'Texto']",False
1368,830,Post,2023-02-07,['Texto'],False
1336,362,Post,2020-10-20,"['Texto', 'Emoji']",True
258,1078,Post,2021-04-05,"['Texto', 'Sticker', 'Emoji']",True
223,184,Post,2024-12-12,['Emoji'],False
275,106,Post,2021-12-06,"['Emoji', 'Texto']",False
1345,599,Post,2024-09-16,['Sticker'],False
713,853,Post,2024-01-19,"['Emoji', 'Texto']",False
91,1011,Post,2024-08-04,['Emoji'],False
1414,483,Post,2024-06-29,"['Emoji', 'Sticker', 'Texto']",False
1442,753,Post,2022-06-14,['Sticker'],True
766,491,Post,2021-11-14,"['Sticker', 'Emoji']",False
339,259,Post,2020-10-21,['Emoji'],False
939,829,Post,2020-03-07,"['Texto', 'Emoji']",False
629,1183,Post,2023-11-18,['Emoji'],True
1324,316,Post,2022-08-23,"['Texto', 'Emoji']",False
1137,202,Post,2025-01-06,"['Texto', 'Sticker']",True
1115,760,Post,2020-11-01,"['Sticker', 'Texto', 'Emoji']",False
1044,823,Post,2022-05-22,"['Sticker', 'Texto']",False
792,1154,Post,2024-08-21,"['Sticker', 'Emoji']",False
774,1160,Post,2023-12-28,"['Sticker', 'Emoji']",False
878,137,Post,2023-09-05,['Texto'],False
36,93,Post,2022-07-18,['Emoji'],False
274,367,Post,2021-09-02,"['Texto', 'Sticker', 'Emoji']",True
732,53,Post,2023-11-29,"['Sticker', 'Texto']",False
350,48,Post,2021-12-30,['Texto'],True
941,280,Post,2020-03-11,['Texto'],False
456,524,Post,2020-03-15,['Texto'],True
1061,282,Post,2025-02-16,"['Texto', 'Sticker']",False
933,1049,Post,2021-07-28,"['Texto', 'Sticker']",True
1371,491,Post,2020-08-06,"['Texto', 'Emoji']",True
1470,936,Post,2021-01-05,['Sticker'],False
204,435,Post,2024-09-08,"['Emoji', 'Texto']",False
956,521,Post,2024-12-05,"['Sticker', 'Emoji', 'Texto']",False
334,658,Post,2024-04-15,"['Sticker', 'Texto', 'Emoji']",False
1302,1169,Post,2020-09-02,"['Texto', 'Sticker']",False
216,598,Post,2023-09-17,['Sticker'],True
592,492,Post,2024-10-12,"['Sticker', 'Texto', 'Emoji']",True
5,1108,Post,2021-10-30,"['Sticker', 'Emoji', 'Texto']",False
539,244,Post,2021-05-30,"['Sticker', 'Texto']",False
1414,103,Post,2025-01-03,"['Emoji', 'Sticker', 'Texto']",True
1018,680,Post,2021-05-30,"['Sticker', 'Texto', 'Emoji']",False
729,35,Post,2022-06-19,"['Emoji', 'Texto', 'Sticker']",True
1174,696,Post,2020-08-17,"['Sticker', 'Emoji', 'Texto']",False
14,657,Post,2020-10-30,"['Emoji', 'Texto', 'Sticker']",False
490,989,Post,2021-02-17,['Sticker'],False
842,1029,Post,2023-05-13,['Emoji'],False
812,1124,Post,2021-08-15,['Sticker'],True
728,201,Post,2024-06-27,"['Texto', 'Sticker', 'Emoji']",True
374,938,Post,2020-04-29,"['Sticker', 'Emoji']",False
1386,109,Post,2020-11-24,['Sticker'],True
1208,696,Post,2023-09-08,['Texto'],True
877,1180,Post,2024-10-01,['Sticker'],True
613,73,Post,2020-06-11,['Texto'],True
60,551,Post,2024-02-07,"['Sticker', 'Texto']",False
797,54,Post,2022-03-18,"['Sticker', 'Texto']",False
1300,1188,Post,2021-08-12,['Texto'],False
842,896,Post,2024-07-25,['Sticker'],True
851,770,Post,2021-01-16,['Sticker'],False
1010,921,Post,2025-01-14,['Emoji'],True
535,735,Post,2024-02-05,"['Emoji', 'Sticker']",True
853,382,Post,2023-04-10,['Texto'],True
1230,434,Post,2020-06-04,['Emoji'],True
1406,153,Post,2024-01-08,"['Texto', 'Emoji', 'Sticker']",True
445,1112,Post,2024-04-29,"['Sticker', 'Texto']",True
69,914,Post,2021-06-06,"['Sticker', 'Texto', 'Emoji']",False
23,853,Post,2020-10-13,"['Sticker', 'Emoji']",True
402,182,Post,2024-06-08,"['Sticker', 'Texto']",True
462,1091,Post,2024-11-20,['Emoji'],True
1005,288,Post,2020-04-23,"['Emoji', 'Texto']",True
552,112,Post,2023-10-26,"['Sticker', 'Texto']",True
573,772,Post,2023-09-20,"['Emoji', 'Sticker', 'Texto']",True
1056,578,Post,2023-02-18,['Emoji'],False
440,998,Post,2020-08-17,['Sticker'],True
186,689,Post,2022-12-30,['Emoji'],False
1068,577,Post,2023-10-10,"['Sticker', 'Texto', 'Emoji']",True
419,374,Post,2023-03-25,['Texto'],True
23,229,Post,2023-04-21,"['Emoji', 'Texto', 'Sticker']",False
124,227,Post,2022-02-19,"['Texto', 'Sticker']",False
1413,746,Post,2022-07-13,"['Sticker', 'Texto']",False
195,1114,Post,2020-05-07,['Emoji'],False
1386,772,Post,2020-07-30,['Sticker'],True
791,859,Post,2021-06-06,['Sticker'],False
465,844,Post,2023-11-09,"['Sticker', 'Texto']",False
1290,184,Post,2024-05-07,['Texto'],True
110,366,Post,2020-11-08,"['Sticker', 'Emoji', 'Texto']",True
659,977,Post,2023-08-29,"['Emoji', 'Sticker']",False
545,287,Post,2020-09-26,"['Texto', 'Sticker']",False
440,185,Post,2024-01-08,"['Sticker', 'Texto']",True
743,473,Post,2021-04-19,"['Texto', 'Sticker']",False
705,789,Post,2024-01-16,['Texto'],False
406,528,Post,2023-12-09,['Sticker'],True
1265,124,Post,2022-11-08,['Texto'],True
346,514,Post,2022-02-22,['Texto'],True
272,921,Post,2024-12-20,"['Sticker', 'Texto']",False
815,273,Post,2022-12-20,"['Emoji', 'Sticker']",False
1115,968,Post,2022-05-10,"['Sticker', 'Texto']",True
265,1031,Post,2021-12-09,"['Emoji', 'Sticker']",True
192,992,Post,2020-12-12,"['Texto', 'Sticker', 'Emoji']",True
160,525,Post,2023-10-16,['Emoji'],False
969,1141,Post,2020-12-14,"['Emoji', 'Texto', 'Sticker']",False
983,227,Post,2020-10-11,"['Texto', 'Sticker']",False
1205,1032,Post,2024-09-29,"['Emoji', 'Texto', 'Sticker']",False
483,1088,Post,2023-08-14,"['Texto', 'Sticker', 'Emoji']",True
628,718,Post,2024-07-20,"['Sticker', 'Texto', 'Emoji']",True
433,401,Post,2021-02-04,['Emoji'],False
96,455,Post,2022-07-11,"['Texto', 'Sticker', 'Emoji']",False
320,1017,Post,2021-08-13,['Sticker'],False
1285,474,Post,2021-02-18,"['Sticker', 'Emoji']",False
430,604,Post,2024-06-19,"['Sticker', 'Emoji']",False
1166,888,Post,2023-04-20,"['Emoji', 'Texto']",True
202,171,Post,2025-01-21,['Texto'],False
261,339,Post,2021-09-08,"['Texto', 'Emoji', 'Sticker']",False
1108,1091,Post,2024-12-21,['Texto'],True
872,1149,Post,2022-03-17,"['Sticker', 'Emoji', 'Texto']",True
476,304,Post,2020-08-04,['Sticker'],True
147,505,Post,2020-05-13,"['Emoji', 'Sticker', 'Texto']",True
661,542,Post,2022-08-30,"['Emoji', 'Sticker', 'Texto']",False
40,429,Post,2022-06-27,['Sticker'],False
1118,211,Post,2021-05-20,['Texto'],True
325,570,Post,2021-06-27,"['Texto', 'Sticker']",True
117,1047,Post,2025-02-06,['Sticker'],True
569,370,Post,2022-06-03,['Sticker'],False
898,565,Post,2023-08-31,"['Sticker', 'Emoji', 'Texto']",True
905,475,Post,2024-11-04,"['Texto', 'Emoji', 'Sticker']",False
694,538,Post,2024-02-19,"['Sticker', 'Emoji', 'Texto']",False
1087,186,Post,2023-07-25,"['Emoji', 'Texto']",False
801,724,Post,2021-01-07,"['Emoji', 'Texto']",False
298,1143,Post,2023-08-15,"['Sticker', 'Texto']",True
444,890,Post,2023-08-26,['Texto'],False
191,623,Post,2021-03-19,"['Texto', 'Emoji']",True
1244,582,Post,2021-02-21,"['Texto', 'Emoji']",False
1447,650,Post,2024-09-15,['Sticker'],False
596,202,Post,2023-04-27,"['Emoji', 'Texto', 'Sticker']",False
22,58,Post,2024-02-04,"['Sticker', 'Texto', 'Emoji']",False
327,39,Post,2020-06-17,"['Emoji', 'Sticker']",True
1426,77,Post,2020-07-28,"['Emoji', 'Sticker', 'Texto']",False
1180,164,Post,2020-12-12,['Texto'],True
1139,1024,Post,2020-04-29,['Emoji'],False
1064,157,Post,2025-01-11,"['Sticker', 'Emoji']",True
865,996,Post,2021-06-27,['Sticker'],False
888,967,Post,2020-08-30,['Emoji'],False
882,1009,Post,2024-03-12,"['Emoji', 'Sticker', 'Texto']",False
1128,365,Post,2022-02-12,['Texto'],False
299,1057,Post,2023-12-03,"['Sticker', 'Emoji']",True
136,691,Post,2024-11-04,"['Emoji', 'Texto']",False
38,818,Post,2023-11-13,"['Emoji', 'Sticker', 'Texto']",True
1113,1133,Post,2023-07-27,"['Texto', 'Emoji', 'Sticker']",False
1096,1004,Post,2022-11-21,['Sticker'],True
1146,657,Post,2023-03-17,['Emoji'],False
1260,827,Post,2024-03-06,"['Sticker', 'Emoji']",False
1350,206,Post,2021-02-18,"['Sticker', 'Emoji', 'Texto']",True
288,394,Post,2023-01-04,['Texto'],False
378,789,Post,2022-12-21,"['Texto', 'Sticker', 'Emoji']",False
195,451,Post,2024-04-04,"['Emoji', 'Sticker', 'Texto']",True
94,218,Post,2021-07-23,"['Emoji', 'Sticker']",False
135,299,Post,2024-12-22,['Emoji'],False
1291,128,Post,2020-07-08,['Texto'],False
1098,388,Post,2021-10-11,['Texto'],True
606,954,Post,2022-05-30,"['Texto', 'Sticker']",True
1176,812,Post,2020-09-27,"['Texto', 'Sticker', 'Emoji']",True
309,716,Post,2022-02-08,"['Emoji', 'Sticker', 'Texto']",False
873,345,Post,2024-10-19,['Texto'],False
409,372,Post,2023-09-17,"['Sticker', 'Texto', 'Emoji']",True
83,886,Post,2022-10-27,"['Sticker', 'Emoji']",False
1192,31,Post,2020-10-06,"['Emoji', 'Sticker']",True
34,493,Post,2024-02-06,"['Sticker', 'Texto']",False
524,767,Post,2023-06-05,"['Texto', 'Emoji', 'Sticker']",False
1149,285,Post,2024-05-17,"['Sticker', 'Texto', 'Emoji']",True
570,1186,Post,2022-02-09,"['Sticker', 'Emoji', 'Texto']",False
278,914,Post,2024-03-19,"['Emoji', 'Texto', 'Sticker']",False
435,926,Post,2021-06-01,"['Emoji', 'Texto', 'Sticker']",False
917,300,Post,2024-04-12,['Texto'],True
438,1185,Post,2021-08-08,"['Emoji', 'Sticker']",True
1150,902,Post,2023-01-31,"['Texto', 'Emoji']",False
1368,345,Post,2020-05-24,"['Sticker', 'Texto', 'Emoji']",False
510,179,Post,2023-07-17,['Texto'],True
293,194,Post,2021-10-12,['Texto'],False
967,541,Post,2023-01-30,['Texto'],True
1496,698,Post,2022-01-06,"['Emoji', 'Sticker', 'Texto']",False
