usuario_id,contenido_id,tipo_contenido,fecha_like,tipo,desde_movil
264,785,Post,2023-06-27,🔥,True
249,1150,Post,2021-08-04,😢,True
241,55,Post,2020-11-11,😡,True
893,7,Post,2023-12-01,😡,True
1208,571,Post,2022-06-14,😡,True
1139,138,Post,2024-03-12,🔥,False
101,101,Post,2023-11-11,❤️,True
1024,832,Post,2020-07-22,🔥,True
1081,50,Post,2022-09-14,😂,False
953,1006,Post,2022-09-05,😢,True
174,569,Post,2020-08-25,🔥,False
275,790,Post,2022-09-06,😡,True
206,216,Post,2021-05-28,😡,False
875,822,Post,2022-06-02,😂,False
58,1006,Post,2021-01-28,😢,True
1302,652,Post,2022-08-10,😡,False
800,1153,Post,2021-05-26,🔥,True
1215,343,Post,2023-09-12,❤️,True
726,247,Post,2022-10-31,❤️,False
822,492,Post,2023-05-06,🔥,False
579,1087,Post,2021-06-21,🔥,True
721,92,Post,2023-09-30,👍,False
731,217,Post,2020-10-01,😢,False
545,1076,Post,2023-07-07,😢,False
388,744,Post,2020-08-14,😡,True
1129,268,Post,2022-05-02,🔥,True
1004,1018,Post,2023-08-03,😂,False
578,1023,Post,2022-09-05,😢,True
766,683,Post,2022-04-01,🔥,False
443,1100,Post,2020-05-18,❤️,False
792,1186,Post,2020-05-20,😡,False
255,364,Post,2023-11-19,😂,True
74,165,Post,2021-07-07,😡,True
127,779,Post,2022-10-02,😂,False
1312,1184,Post,2024-02-03,👍,True
782,1006,Post,2023-07-02,👍,True
1165,861,Post,2023-06-12,😡,True
432,757,Post,2020-03-28,❤️,True
436,157,Post,2023-03-10,❤️,False
1141,444,Post,2022-01-02,👍,False
1314,806,Post,2020-10-05,😡,True
1056,978,Post,2022-01-02,😂,True
483,675,Post,2024-03-29,😂,True
868,352,Post,2024-08-26,👍,True
1226,567,Post,2021-12-08,😡,False
520,984,Post,2024-02-01,😡,True
233,382,Post,2022-07-27,😡,True
826,404,Post,2024-03-20,😂,False
251,926,Post,2023-05-09,❤️,True
262,282,Post,2023-05-21,😡,True
170,903,Post,2022-01-22,🔥,False
1046,884,Post,2024-05-06,😂,True
501,1163,Post,2024-03-03,🔥,False
1405,900,Post,2024-04-01,😂,True
648,667,Post,2021-09-24,😢,False
1485,989,Post,2022-10-01,😡,True
940,616,Post,2021-08-26,❤️,True
258,617,Post,2022-05-04,❤️,False
1313,654,Post,2021-08-03,❤️,False
508,1030,Post,2024-04-04,🔥,True
141,677,Post,2024-06-28,😢,False
65,289,Post,2022-10-22,😢,True
103,557,Post,2020-10-07,😡,True
386,780,Post,2021-08-26,😡,False
924,722,Post,2024-09-26,😢,True
1253,526,Post,2024-05-02,❤️,True
1181,206,Post,2023-08-29,😢,False
944,10,Post,2021-01-20,😡,False
665,34,Post,2021-04-16,😢,False
467,1187,Post,2024-06-11,🔥,False
545,218,Post,2021-05-20,👍,True
33,615,Post,2023-10-13,❤️,False
1215,971,Post,2021-01-19,😂,True
715,571,Post,2021-07-05,😡,True
235,3,Post,2022-07-13,👍,True
1035,1118,Post,2025-02-11,🔥,False
1252,233,Post,2024-11-11,❤️,True
1286,503,Post,2024-01-30,😂,False
658,431,Post,2023-12-19,😡,False
1030,159,Post,2024-12-23,👍,True
666,1023,Post,2022-08-04,👍,True
614,939,Post,2024-06-13,😂,False
109,190,Post,2020-10-10,😢,False
1408,331,Post,2025-02-09,😢,True
619,685,Post,2022-10-21,😂,False
853,334,Post,2020-06-20,👍,True
253,473,Post,2023-08-13,😂,False
798,348,Post,2024-11-04,❤️,True
1167,583,Post,2021-03-10,👍,False
171,911,Post,2021-08-30,❤️,False
470,566,Post,2024-01-19,😢,False
128,698,Post,2023-02-08,😂,False
1404,102,Post,2023-07-28,🔥,True
855,104,Post,2020-12-02,❤️,True
106,905,Post,2020-03-30,😡,False
222,802,Post,2022-08-28,❤️,False
274,153,Post,2020-06-19,😂,True
364,1,Post,2024-11-27,❤️,True
597,219,Post,2023-10-09,😢,False
818,138,Post,2024-03-03,😢,True
1244,692,Post,2021-09-30,😢,False
1361,176,Post,2021-05-15,😡,False
553,250,Post,2022-11-27,❤️,True
1381,404,Post,2024-08-02,😢,False
737,26,Post,2023-06-30,❤️,False
1224,138,Post,2024-06-07,😂,False
1427,655,Post,2022-06-01,😡,True
900,203,Post,2024-07-31,🔥,False
1489,970,Post,2020-10-05,😡,True
1159,122,Post,2020-05-29,🔥,False
364,623,Post,2023-05-16,😡,True
349,176,Post,2021-07-06,😡,True
1318,211,Post,2022-07-02,🔥,False
328,1169,Post,2024-01-25,😡,False
1032,232,Post,2020-10-13,😂,True
583,15,Post,2023-06-12,👍,True
1052,742,Post,2023-02-09,🔥,False
1183,1191,Post,2023-06-26,❤️,True
583,345,Post,2021-10-21,😢,False
316,12,Post,2024-09-15,👍,True
1456,63,Post,2023-09-20,👍,False
619,88,Post,2022-11-06,❤️,True
1269,1037,Post,2020-09-29,🔥,False
1438,630,Post,2021-09-14,😢,False
826,746,Post,2020-05-15,😡,False
1114,152,Post,2023-01-05,🔥,True
949,383,Post,2022-05-22,😡,True
507,790,Post,2021-02-04,😢,False
1243,209,Post,2023-03-04,😢,False
560,1182,Post,2021-04-01,👍,False
392,307,Post,2024-06-04,🔥,True
1147,53,Post,2020-05-17,👍,True
391,127,Post,2024-04-07,😡,False
282,446,Post,2024-06-01,👍,False
825,1093,Post,2023-09-26,❤️,True
594,375,Post,2022-09-13,😡,False
1465,26,Post,2024-02-08,🔥,True
303,516,Post,2024-04-07,😢,True
805,977,Post,2020-03-21,👍,True
324,21,Post,2021-02-12,❤️,False
506,519,Post,2023-09-23,❤️,True
1100,869,Post,2025-02-04,😢,True
918,971,Post,2023-05-07,😢,True
637,276,Post,2021-05-01,😡,True
1335,1097,Post,2020-04-17,😢,False
1451,810,Post,2021-06-09,😢,False
107,1105,Post,2022-03-10,🔥,False
997,275,Post,2021-10-17,👍,True
920,693,Post,2023-05-22,❤️,False
1410,107,Post,2021-03-21,👍,True
448,74,Post,2024-05-02,😂,True
39,1010,Post,2020-05-30,❤️,False
947,282,Post,2023-07-22,😂,False
375,886,Post,2023-04-24,😂,False
133,895,Post,2022-03-25,🔥,True
1216,365,Post,2024-11-30,😢,False
1483,480,Post,2020-10-07,😡,False
1433,380,Post,2021-12-04,❤️,True
1130,347,Post,2024-03-03,😡,True
781,393,Post,2024-09-29,🔥,True
941,1125,Post,2022-12-20,🔥,False
1057,44,Post,2023-06-12,😢,True
562,370,Post,2021-04-28,🔥,True
722,936,Post,2021-11-13,🔥,True
162,1068,Post,2022-12-10,😡,False
1186,482,Post,2022-08-29,👍,True
1486,874,Post,2022-01-27,🔥,True
1382,166,Post,2023-04-06,🔥,True
653,511,Post,2020-09-23,😂,False
1475,117,Post,2021-07-15,😂,True
962,7,Post,2020-04-25,😢,False
768,13,Post,2022-10-20,🔥,False
1160,579,Post,2023-03-18,🔥,False
406,710,Post,2024-10-15,😢,False
1034,853,Post,2024-12-19,🔥,False
257,145,Post,2023-09-09,❤️,True
667,1186,Post,2022-01-06,😂,True
1252,527,Post,2024-11-03,😡,False
736,570,Post,2023-03-01,🔥,True
334,760,Post,2023-04-01,😡,False
690,207,Post,2021-04-29,❤️,True
1450,71,Post,2022-08-15,🔥,False
1255,138,Post,2020-07-24,😂,False
198,1192,Post,2023-01-15,😢,True
1351,726,Post,2020-06-26,👍,True
54,842,Post,2020-08-21,😢,False
702,220,Post,2022-07-07,🔥,True
879,470,Post,2022-11-03,😢,False
1240,21,Post,2020-11-24,😂,True
516,133,Post,2020-05-04,😢,True
1018,292,Post,2023-07-20,❤️,True
535,276,Post,2023-05-25,😢,False
1029,955,Post,2023-08-14,👍,True
1390,354,Post,2020-04-05,❤️,True
287,1057,Post,2023-05-01,👍,False
130,1078,Post,2024-11-18,😡,True
724,630,Post,2024-07-09,🔥,False
1397,656,Post,2020-07-12,❤️,True
145,331,Post,2025-01-27,😢,False
1191,867,Post,2022-11-02,❤️,False
446,145,Post,2024-12-28,👍,False
1242,422,Post,2021-06-25,❤️,True
34,1096,Post,2022-05-17,😡,False
332,494,Post,2021-12-12,👍,False
1500,685,Post,2025-01-29,😡,False
1379,54,Post,2024-06-09,👍,True
1091,196,Post,2020-11-16,😡,True
499,856,Post,2023-01-07,😂,False
1465,190,Post,2024-08-18,🔥,True
92,265,Post,2024-07-02,👍,True
624,156,Post,2022-03-31,🔥,False
49,1115,Post,2021-07-16,👍,False
94,276,Post,2021-06-22,😡,False
866,129,Post,2023-05-05,😢,False
1092,913,Post,2024-04-24,🔥,True
377,132,Post,2020-08-18,😂,False
23,430,Post,2021-08-02,🔥,True
43,574,Post,2021-02-04,❤️,False
1361,1015,Post,2021-01-24,😂,True
1484,420,Post,2023-08-28,😂,False
266,214,Post,2024-10-08,👍,False
740,136,Post,2023-06-23,👍,True
603,810,Post,2023-07-30,👍,True
25,599,Post,2020-07-09,👍,True
250,481,Post,2021-07-09,😂,False
684,933,Post,2024-09-26,😡,False
273,97,Post,2021-09-13,🔥,False
301,262,Post,2024-08-13,🔥,True
1223,732,Post,2020-12-13,😢,False
268,175,Post,2022-05-05,😢,False
158,1071,Post,2024-06-15,😡,False
1465,1135,Post,2023-07-03,😢,False
868,976,Post,2023-02-16,🔥,False
760,131,Post,2023-11-06,❤️,False
952,157,Post,2020-12-15,❤️,True
1243,1100,Post,2024-04-03,👍,True
1259,935,Post,2024-11-05,🔥,True
86,569,Post,2021-02-02,😡,False
461,80,Post,2023-04-07,😂,False
240,518,Post,2022-05-08,😂,False
1027,840,Post,2024-11-07,😡,True
1322,935,Post,2021-10-02,🔥,True
575,233,Post,2023-06-02,😡,True
1022,1186,Post,2020-11-21,🔥,False
639,83,Post,2020-09-27,❤️,True
713,993,Post,2022-11-03,😂,False
1270,395,Post,2022-03-16,😡,True
1105,667,Post,2024-11-23,❤️,False
1476,288,Post,2022-01-10,👍,False
572,627,Post,2022-01-17,😡,True
483,1196,Post,2023-05-14,❤️,False
167,1155,Post,2023-06-17,😂,False
64,841,Post,2022-10-02,❤️,False
862,935,Post,2022-07-30,👍,True
112,959,Post,2021-10-29,🔥,True
728,404,Post,2022-07-23,😢,False
381,113,Post,2024-02-13,🔥,False
736,714,Post,2022-07-21,🔥,False
449,655,Post,2022-02-05,😂,False
74,922,Post,2020-08-06,😡,False
934,959,Post,2022-02-18,🔥,True
1320,278,Post,2022-08-28,👍,True
80,933,Post,2021-05-11,❤️,True
568,45,Post,2023-10-24,😡,False
1013,140,Post,2024-02-11,👍,True
605,825,Post,2024-10-22,👍,False
752,1008,Post,2022-06-08,😡,True
573,195,Post,2023-01-20,👍,False
1131,876,Post,2023-07-09,😢,False
168,1069,Post,2023-11-06,😢,False
560,306,Post,2020-09-13,😢,True
599,616,Post,2021-01-29,😢,True
1425,530,Post,2022-12-14,😡,False
963,169,Post,2023-02-17,👍,True
241,1029,Post,2023-07-19,😢,False
29,473,Post,2024-12-07,❤️,True
669,949,Post,2020-10-22,👍,False
1351,602,Post,2023-08-19,❤️,True
950,501,Post,2020-03-07,❤️,False
771,867,Post,2023-05-30,😡,False
1347,526,Post,2022-10-07,😡,True
438,117,Post,2020-08-22,😂,True
1052,208,Post,2023-04-20,😢,False
1279,1025,Post,2023-11-20,😡,True
535,828,Post,2024-07-02,😡,True
581,957,Post,2024-05-07,👍,False
1081,249,Post,2023-10-17,👍,True
122,191,Post,2023-09-15,😡,False
591,502,Post,2020-05-21,❤️,True
172,542,Post,2020-10-19,😂,False
762,199,Post,2024-02-28,😡,True
341,950,Post,2024-10-14,😂,True
973,117,Post,2021-06-29,👍,True
556,496,Post,2023-05-24,😢,False
406,317,Post,2020-12-20,😂,False
1399,961,Post,2022-07-28,😂,True
1411,678,Post,2024-02-28,❤️,False
283,646,Post,2022-02-01,👍,True
421,253,Post,2020-04-18,👍,False
529,224,Post,2024-01-01,🔥,True
233,56,Post,2022-08-22,🔥,True
57,777,Post,2024-10-03,👍,False
210,508,Post,2020-05-24,🔥,False
1331,1195,Post,2021-06-04,❤️,True
68,739,Post,2024-01-13,❤️,True
155,634,Post,2024-05-22,😂,True
1325,869,Post,2021-04-16,😢,True
749,410,Post,2024-05-16,😡,False
1372,279,Post,2021-11-15,😂,False
246,254,Post,2020-04-04,😢,True
1404,641,Post,2021-02-07,🔥,False
554,291,Post,2025-02-24,😢,True
1094,564,Post,2023-10-15,😂,False
430,899,Post,2025-02-15,😂,True
823,1086,Post,2022-09-29,❤️,False
123,1094,Post,2023-07-08,👍,False
1254,1189,Post,2023-04-29,🔥,False
65,375,Post,2021-06-13,❤️,True
400,712,Post,2021-01-19,😡,False
1215,472,Post,2024-03-12,😂,True
1421,423,Post,2022-08-21,🔥,False
1321,352,Post,2023-04-26,😡,True
689,58,Post,2023-06-26,😢,False
94,1019,Post,2022-10-29,🔥,True
1200,924,Post,2024-11-18,❤️,False
531,604,Post,2025-02-07,❤️,False
371,575,Post,2024-10-18,🔥,False
1009,1001,Post,2024-09-16,😢,False
585,561,Post,2022-06-02,😡,False
542,503,Post,2021-10-24,👍,False
875,579,Post,2024-11-09,👍,True
891,18,Post,2023-10-04,😢,True
800,610,Post,2024-12-07,😡,False
258,937,Post,2022-09-02,😂,False
426,1018,Post,2022-09-25,😢,True
1152,721,Post,2022-01-29,🔥,False
1338,778,Post,2024-11-22,👍,True
287,249,Post,2020-05-06,👍,False
50,959,Post,2023-06-27,❤️,False
519,726,Post,2024-08-06,🔥,True
1236,892,Post,2022-06-25,👍,True
890,124,Post,2021-01-21,😡,True
290,518,Post,2022-09-26,😢,True
902,1155,Post,2023-05-02,❤️,False
279,739,Post,2024-02-13,🔥,True
1448,977,Post,2025-01-18,😂,True
255,808,Post,2023-02-28,👍,True
270,762,Post,2023-02-08,👍,True
1394,1198,Post,2024-01-08,😂,True
1381,1042,Post,2021-10-30,😡,False
548,317,Post,2024-11-08,😢,False
319,498,Post,2020-09-16,😢,True
1023,542,Post,2023-01-24,😡,False
1487,538,Post,2023-10-05,😂,False
1239,726,Post,2023-12-31,🔥,False
935,1039,Post,2025-01-26,👍,True
919,396,Post,2024-02-21,🔥,True
1010,590,Post,2021-04-08,🔥,True
900,219,Post,2024-08-27,😡,True
272,298,Post,2020-11-01,🔥,False
49,331,Post,2023-01-29,❤️,True
808,265,Post,2023-10-06,😢,False
210,946,Post,2020-11-12,😢,False
1456,63,Post,2021-10-02,🔥,False
83,570,Post,2020-05-02,🔥,False
689,751,Post,2021-03-20,👍,True
335,1132,Post,2022-01-30,😢,True
1034,163,Post,2021-07-10,👍,True
718,14,Post,2024-03-30,❤️,True
1090,332,Post,2023-07-31,👍,False
1331,598,Post,2021-12-26,🔥,False
1204,731,Post,2020-12-02,❤️,True
906,861,Post,2023-07-05,😢,False
559,374,Post,2022-07-27,❤️,True
652,543,Post,2024-05-26,❤️,True
1309,936,Post,2021-11-27,❤️,True
1466,903,Post,2025-01-25,😡,True
1246,857,Post,2023-12-27,🔥,True
164,706,Post,2023-07-01,👍,True
25,283,Post,2024-08-09,😢,True
1003,904,Post,2024-02-06,❤️,True
528,397,Post,2023-06-01,🔥,False
1428,1069,Post,2023-04-09,😢,False
704,444,Post,2025-02-11,😢,True
740,731,Post,2023-08-18,😢,True
229,54,Post,2022-09-01,😂,True
9,1148,Post,2024-05-26,😡,True
135,1139,Post,2021-01-30,😢,True
63,1164,Post,2024-09-08,😂,True
976,430,Post,2020-11-01,❤️,False
921,467,Post,2024-04-03,👍,True
1254,976,Post,2023-03-09,❤️,False
176,638,Post,2022-01-31,😡,False
106,328,Post,2022-06-02,🔥,False
1372,765,Post,2020-06-26,😡,True
1077,306,Post,2025-02-03,😢,True
1,121,Post,2023-10-31,😢,True
354,57,Post,2021-01-25,😡,False
175,321,Post,2025-01-14,👍,False
712,369,Post,2023-11-27,❤️,False
1168,847,Post,2023-01-30,👍,True
481,430,Post,2021-02-12,👍,False
1272,1057,Post,2020-11-22,🔥,False
719,236,Post,2024-04-13,😢,False
913,61,Post,2022-11-03,❤️,True
403,29,Post,2023-09-20,😡,True
889,7,Post,2022-01-03,😡,False
138,953,Post,2022-07-24,😂,True
347,573,Post,2022-07-12,👍,True
50,97,Post,2020-08-25,😢,False
1011,716,Post,2023-08-30,😡,False
665,698,Post,2020-07-29,🔥,False
11,694,Post,2021-06-13,😡,True
622,687,Post,2021-02-26,👍,False
1267,897,Post,2020-06-13,❤️,True
801,845,Post,2021-01-05,😡,False
1387,806,Post,2023-05-30,❤️,False
365,1028,Post,2021-09-15,😢,False
214,1107,Post,2023-11-03,👍,False
1413,276,Post,2023-09-08,👍,False
463,1134,Post,2023-09-21,😂,False
95,531,Post,2024-03-28,😢,True
218,998,Post,2021-07-15,😢,False
1357,397,Post,2024-01-09,😂,True
1176,587,Post,2024-06-10,👍,False
1465,774,Post,2022-03-09,😢,False
69,905,Post,2021-12-24,😡,False
1155,1047,Post,2021-08-23,🔥,False
1092,645,Post,2021-08-31,😢,False
1271,155,Post,2023-05-19,👍,True
810,895,Post,2021-12-03,😢,True
879,594,Post,2024-05-03,👍,False
1280,484,Post,2021-11-06,🔥,False
1102,650,Post,2020-09-15,❤️,False
969,108,Post,2024-12-14,👍,True
571,1178,Post,2023-09-01,❤️,True
884,545,Post,2024-07-19,😂,True
530,506,Post,2021-08-20,😢,True
554,902,Post,2022-09-29,👍,False
81,989,Post,2021-10-19,🔥,True
797,706,Post,2023-09-24,👍,False
765,807,Post,2025-02-05,😡,True
885,286,Post,2024-05-28,👍,True
1369,326,Post,2020-10-04,😢,True
702,1017,Post,2021-03-24,👍,True
746,798,Post,2020-07-18,😢,True
149,317,Post,2020-07-13,❤️,True
56,1132,Post,2023-10-25,😂,False
1352,1037,Post,2024-03-04,😡,False
1203,236,Post,2024-11-19,😂,True
291,625,Post,2023-12-21,❤️,False
796,780,Post,2021-06-30,👍,True
1189,1106,Post,2023-09-29,🔥,True
684,1006,Post,2024-01-21,😡,True
835,95,Post,2021-03-06,🔥,True
64,415,Post,2023-04-21,😂,True
504,831,Post,2023-09-29,😂,True
257,1056,Post,2025-02-16,😂,False
1500,1098,Post,2020-11-20,😂,False
1475,904,Post,2022-09-20,👍,False
90,873,Post,2024-02-21,👍,True
1022,558,Post,2020-04-12,😢,True
570,491,Post,2020-10-09,❤️,False
65,105,Post,2021-06-29,😂,True
1495,1000,Post,2024-10-09,😂,False
404,794,Post,2021-12-13,😡,False
169,782,Post,2025-02-22,❤️,False
895,382,Post,2022-04-29,👍,False
979,1004,Post,2023-03-10,😂,True
666,523,Post,2022-08-23,😂,False
879,250,Post,2020-10-27,😡,True
595,1105,Post,2023-05-27,🔥,False
630,138,Post,2022-07-01,😂,True
1002,1037,Post,2023-06-11,😂,True
1286,131,Post,2020-05-20,😂,True
1487,1031,Post,2024-04-19,😡,False
355,857,Post,2021-01-25,❤️,False
1406,1172,Post,2023-02-21,❤️,True
1297,330,Post,2020-07-06,❤️,True
1462,449,Post,2020-02-29,😡,True
252,644,Post,2023-10-28,😡,True
30,945,Post,2023-07-02,🔥,True
434,284,Post,2023-02-08,🔥,True
593,560,Post,2021-07-25,😡,False
720,860,Post,2024-10-26,😢,False
146,745,Post,2022-12-22,🔥,False
227,952,Post,2021-11-09,🔥,False
800,15,Post,2020-07-30,😂,False
856,1123,Post,2020-06-03,😡,True
1182,174,Post,2022-05-14,👍,False
1405,636,Post,2022-12-10,😂,False
1338,821,Post,2023-05-04,😢,False
819,763,Post,2024-02-23,😢,False
789,821,Post,2024-06-26,😂,False
808,96,Post,2023-07-22,😡,False
258,18,Post,2024-09-10,😡,False
1313,287,Post,2023-01-03,😡,False
637,675,Post,2021-09-14,😂,True
145,1006,Post,2021-06-06,😂,True
589,1174,Post,2021-06-10,😡,False
1084,276,Post,2021-03-23,😡,False
295,959,Post,2020-08-06,😂,False
565,291,Post,2020-04-23,❤️,True
883,158,Post,2023-06-05,🔥,False
1418,84,Post,2023-02-06,😢,True
1219,1099,Post,2024-03-22,😢,True
1322,1078,Post,2023-12-30,😢,False
72,127,Post,2022-10-03,😢,False
287,626,Post,2021-02-18,😢,False
415,1197,Post,2022-09-05,👍,True
333,180,Post,2022-06-20,😂,True
114,398,Post,2021-04-22,👍,True
1161,490,Post,2020-08-18,❤️,True
162,223,Post,2020-11-09,👍,False
1370,44,Post,2024-06-21,😢,False
516,1028,Post,2020-03-04,😡,False
703,1072,Post,2021-12-12,😢,False
761,274,Post,2022-07-31,🔥,False
729,315,Post,2021-05-18,😡,False
214,704,Post,2020-02-29,👍,False
395,844,Post,2023-05-17,😡,False
519,710,Post,2024-10-29,😢,True
650,150,Post,2024-02-16,😢,True
1332,1028,Post,2021-08-16,😢,True
1345,495,Post,2020-09-23,😂,False
814,869,Post,2024-05-27,😡,False
507,417,Post,2020-05-21,😡,False
1456,1101,Post,2022-07-16,😢,False
140,951,Post,2023-10-21,🔥,True
670,793,Post,2023-09-15,👍,True
1229,1195,Post,2024-08-13,👍,False
265,541,Post,2024-03-04,😢,False
1299,964,Post,2020-05-21,😢,True
1213,402,Post,2024-11-24,😢,False
282,884,Post,2021-03-07,😡,False
240,994,Post,2024-04-24,😡,False
392,890,Post,2023-06-14,😢,True
186,9,Post,2021-05-11,❤️,False
158,120,Post,2021-03-18,🔥,False
1476,261,Post,2020-11-02,👍,True
1106,931,Post,2023-11-04,❤️,True
264,255,Post,2024-04-06,😂,True
1172,85,Post,2021-01-28,🔥,False
721,784,Post,2021-05-27,❤️,False
1481,555,Post,2022-02-25,😢,True
309,74,Post,2020-07-01,👍,False
690,871,Post,2022-05-30,😢,True
1295,483,Post,2023-06-20,😡,True
1389,723,Post,2023-01-26,👍,True
590,387,Post,2024-06-20,🔥,True
785,263,Post,2022-01-28,😂,True
1380,1103,Post,2023-07-14,👍,False
30,482,Post,2023-04-04,👍,False
643,642,Post,2024-09-27,😡,False
135,561,Post,2020-03-04,❤️,True
290,580,Post,2020-12-20,😡,False
389,710,Post,2023-08-11,👍,False
574,756,Post,2023-09-07,👍,True
